Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
386bb4bf-fd20-31c9-96ae-c5cfe6a47f85,f3cefeef-e15f-3b91-b280-d46fbb3fa2b8,Gerald181 Beier427,F,GENERAL PRACTICE,Cockton Hill Road nan,Bishop Auckland,UnitedKingdom,DL14 6,54.6561701,-1.6776227,77
cb063a52-dafd-3336-afd9-d4e0d82a2e13,ec14edc0-0c79-33ef-acc0-804935637ef7,Lisandra920 Bauch723,F,GENERAL PRACTICE,,Blackpool,UnitedKingdom,FY3 8,53.8212575,-3.0133145,15
d95dc388-e325-3dbe-bb33-5b237bd22158,6632dbad-04ab-3c78-a48f-51b15f72076a,Val761 Feest103,M,GENERAL PRACTICE,,Bodmin,UnitedKingdom,PL31 2,50.4666436,-4.7414876,53
ba3afe74-ec02-3a00-8e43-c1f3e53adff1,96c64bb0-257a-30fd-b9cf-2cde0c6a869c,Joe656 Cummings51,M,GENERAL PRACTICE,,,UnitedKingdom,CV11 6,52.5011366,-1.4081492,20
2d799d8b-3a69-3364-8493-dddd0f16a720,7a4c6103-f55c-3fd3-803f-547005e74cbd,Sergio619 Hilpert278,M,GENERAL PRACTICE,,Bristol,UnitedKingdom,BS2 8,51.4594058,-2.5984938,16
04ecce56-4dcb-341e-adef-4009ef14a1a6,26a2d77a-9ad9-3d26-9526-391c7a6bd0ee,Berry486 Hane680,F,GENERAL PRACTICE,Balcarres Road nan,Leyland,UnitedKingdom,PR25 2,53.6926153,-2.6903345,226
9c82ee97-5bb7-31b3-aba8-a2eaf91056dc,654a7cd3-2109-30e9-b562-8cf179a25f3f,Misti388 Kling921,F,GENERAL PRACTICE,,Liverpool,UnitedKingdom,L3 8,53.4388199,-2.9333297,89
43f33f59-1463-3089-babc-197a5b1a7e80,2ee6fb2e-869f-39a3-94b5-2ecccaf71e45,Vince741 Harris789,M,GENERAL PRACTICE,,Milton Keynes,UnitedKingdom,MK10 0,52.046342,-0.6766979,105
093c7550-db12-3255-9262-f2cbc68fafdd,94f01fe8-f416-3f18-918f-ed11798e8522,Lucien408 Daugherty69,M,GENERAL PRACTICE,Court Road nan,Chelmsford,UnitedKingdom,CM1 7,51.7777333,0.460072,14
7cb6e2a8-235d-3ba3-96bf-f90442145405,cf4e1a3f-e912-3d96-8822-911079140a6c,Virgen207 Hilll811,F,GENERAL PRACTICE,Coombe Valley Road nan,Dover,UnitedKingdom,CT16 1,51.1325112,1.2929905,8
7f2616e4-6d38-3fac-8ff1-27cfce404547,d0bc3fc7-aacd-3b22-aea5-f025dfcb6536,Milissa240 Mohr916,F,GENERAL PRACTICE,Casterton Avenue nan,Burnley,UnitedKingdom,BB11 1,53.8073299,-2.2301368,45
2489f98b-27f4-3b2d-b352-5c9c3078079f,18bcf4d2-20fb-3867-9ce6-dd481a3b20c0,Stanley702 Bosco882,M,GENERAL PRACTICE,,Halifax,UnitedKingdom,HX3 0,53.7036721,-1.858874,123
5fd8e265-541a-3345-a1b7-ff1a4f05317c,96b972cc-d932-381a-8b53-1d49ee905cea,Jean712 D'Amore443,M,GENERAL PRACTICE,,London,UnitedKingdom,NW3 1,51.5538134,-0.1613357,166
973bf151-36ac-3468-ae2b-72d984e4bbfa,5addf34d-3b1a-3875-aee0-e05db70c5af3,Dalia295 Schaden604,F,GENERAL PRACTICE,Camden Mews 5,London,UnitedKingdom,NW1 1,51.5441057,-0.135342,28
d2ee4952-aad9-30c4-ac0b-9e04f1f6a078,7a2e09d1-2572-384a-86c2-cf60b6596dcb,Rosy219 Volkman526,F,GENERAL PRACTICE,,Leven,UnitedKingdom,KY8 5,56.185252,-3.0546497,22
693e8b8c-8b7d-3d38-a74a-791c8254f6e1,f2673ba0-965b-3c40-9e44-497e2e64fd2c,Shad704 Leffler128,M,GENERAL PRACTICE,,Campbeltown,UnitedKingdom,PA28 6,55.4205534,-5.6057015,218
b8311a9f-b604-3770-b003-3cd458093f8f,85a06c3b-fe5f-3f62-bce6-2f5671834ef2,Owen89 Greenholt190,M,GENERAL PRACTICE,,Edinburgh,UnitedKingdom,EH3 5,55.9446041,-3.1984864,172
8fd63f1d-79c9-304e-9ede-6478f98f08b0,6f5a11c2-8500-3933-91a0-03378bab876f,Wendell199 Walsh511,M,GENERAL PRACTICE,Chapeltown Road nan,Leeds,UnitedKingdom,LS7 4,53.8231695,-1.5319715,121
3b48cbbb-655a-31aa-9a52-2c530548ffc8,99e99b39-b8ab-3bbc-aa07-8f942e8e3165,Margrett284 Kuhlman484,F,GENERAL PRACTICE,,London,UnitedKingdom,SW10 9,51.4844858,-0.182694,279
797d3bf6-7f5c-397a-aa5e-9909c5ccd2dc,fd5c6192-e75d-3d2b-8257-af876a709a2c,Neal874 Wehner319,M,GENERAL PRACTICE,Dudley Road nan,Birmingham,UnitedKingdom,B18 7,52.4901662,-1.9269033,2
2e5d892c-2a11-34fb-9f26-31015a154825,364c17ed-d434-3151-a39b-9b14547afa4f,Erna640 Wolff180,F,GENERAL PRACTICE,,Motherwell,UnitedKingdom,ML1 5,55.8026359,-3.9075176,151
8dfa6af4-48ef-3482-8f77-889386758f76,c96822f5-48f0-3cdc-851e-cad62c0b325c,Janette321 Borer986,F,GENERAL PRACTICE,,Mansfield,UnitedKingdom,NG19 0,53.1569655,-1.1377782,14
9d4d2521-525a-31a4-9af8-1a30252f083f,e670b814-4b9a-3362-a397-fc79a2ea94c6,Alix578 Dibbert990,F,GENERAL PRACTICE,,Liverpool,UnitedKingdom,L3 8,53.4525239,-2.9676276,12
4d7d9932-ee20-3c83-9846-8f4151271cf7,bb22ff2f-973c-357b-8e54-3c20289acd97,Salvatore257 McCullough561,M,GENERAL PRACTICE,Broom Leys Road nan,Coalville,UnitedKingdom,LE67 3,52.7247335,-1.3493389,11
1a0c0280-9bcc-3a09-80ad-c752d558a5bf,83a099b4-b8f4-3905-b992-dde089455b78,Latarsha812 Bergnaum523,F,GENERAL PRACTICE,,Colchester,UnitedKingdom,CO6 1,51.8724122,0.6840484,8
65929887-3c19-3473-b2b0-289bc2151e60,3de4fa24-afdb-36f4-ad4e-5625470c5be5,Benton624 O'Hara248,M,GENERAL PRACTICE,,Morpeth,UnitedKingdom,NE65 7,55.3067837,-1.9141343,44
246c1f28-ddc5-3b42-8433-bf32f0e43b4d,4dac1937-c069-32a5-8828-54f4146e33d6,Darius626 Reilly981,M,GENERAL PRACTICE,London Road 530,Thornton Heath,UnitedKingdom,CR7 7,51.3887237,-0.1075482,2
28979e22-f534-31e4-aac7-6a2312aeb02c,7dd49648-6b00-3004-9c11-a0af5b0bb0ee,Andrew29 Koepp521,M,GENERAL PRACTICE,,Carlisle,UnitedKingdom,CA2 7,54.8943119,-2.9560547,14
c5efa553-f4d4-3e3a-b252-13628d3d02d5,57c6b456-cb92-3063-97d4-6f8923c68f97,Marcellus830 Little434,M,GENERAL PRACTICE,,London,UnitedKingdom,W5 2,51.5211864,-0.2974923,13
ab80b597-02c8-3fb6-a10d-6f4afd911578,dd726ace-0833-3d3e-bc4e-504c8df2c63c,Rex53 O'Kon634,M,GENERAL PRACTICE,,Dartford,UnitedKingdom,DA1 1,51.4374945,0.2549568,29
de6ebb01-4a32-3f35-9c36-82cb34a15d52,21a0c34f-4297-392a-bf76-c18cca31de12,Laraine204 Stark857,F,GENERAL PRACTICE,Derriford Road nan,Plymouth,UnitedKingdom,PL6 8,50.4181976,-4.1165136,16
7467b73b-dcc8-3f20-8335-cb9e3488967f,711353d6-b46d-3ba7-8f53-0e1737185bf8,Fredric73 McKenzie376,M,GENERAL PRACTICE,,Pontypridd,UnitedKingdom,CF37 1,51.5978321,-3.3445012,8
3dd7fa0d-3c6d-365a-b8ae-6e40f15c8b55,32f7085b-a7e0-367a-a916-9b27063fc92c,Gustavo235 Willms744,M,GENERAL PRACTICE,,Didcot,UnitedKingdom,OX11 8,51.6039956,-1.2591131,7
74569cbd-b485-3d74-976e-1f1c4699f8f0,1adb790c-8499-31f9-ae80-2bdef3d1d155,Waylon572 Marvin195,M,GENERAL PRACTICE,Speech House Road nan,,UnitedKingdom,GL14 3,51.8104157,-2.5213529,1
f6c98aff-dc50-3e3a-bd83-f6c2f0260361,4451ea34-3587-3b82-8a15-c5b738a7d547,Audrea654 Hahn503,F,GENERAL PRACTICE,,March,UnitedKingdom,PE15 0,52.4989715,0.0562793,166
2348cfa5-dfdf-3297-9454-224bb79cafbb,dc520111-6847-31bb-be8d-2122b9f39530,Sigrid676 Bednar518,F,GENERAL PRACTICE,,Doncaster,UnitedKingdom,DN2 5,53.5300033,-1.1145481,13
6bf92726-49bb-39f1-920d-291984a5af06,2975eca5-5da7-36e8-95f0-519066da19e9,Roxanne257 Lebsack687,F,GENERAL PRACTICE,,Elgin,UnitedKingdom,IV30 1,57.6446563,-3.3305247,27
ea63c243-da59-340c-b7cb-8261e74fc89e,27a6e6aa-dc88-31b8-a63f-f5b860abb320,Lady554 Terry864,F,GENERAL PRACTICE,,London,UnitedKingdom,SW1A 2,51.4592173,-0.0815917,7
03ba6155-075b-3029-a666-cca17699859e,1c4dc678-c39f-3ef2-8500-67529786fdda,Eddie505 Carroll471,M,GENERAL PRACTICE,Cargenbridge nan,,UnitedKingdom,DG2 8,55.0608846,-3.6617144,17
f68963cb-1e6e-36aa-9934-1b9db06b4f02,9e5db74d-9f06-37df-a315-b440d0e6f13f,Jacob959 Zboncak558,M,GENERAL PRACTICE,Dunston Hill nan,Gateshead,UnitedKingdom,NE11 9,54.9467287,-1.6579839,21
928abbb9-c63f-31da-98ae-42450d151eed,292d3ce7-2724-3100-af03-ea981e31e4f3,Sofia418 Greenfelder433,F,GENERAL PRACTICE,,Cumnock,UnitedKingdom,KA18 1,55.451707,-4.2731345,7
4825ec1e-05ad-39b5-bdf4-0636f00327fa,9c384d16-3aeb-3e67-a2c3-a5561d6c1140,Ivey393 Friesen796,F,GENERAL PRACTICE,,Haddington,UnitedKingdom,EH41 3,55.9562454,-2.7994481,14
65438496-78e9-39ae-bf8f-3269c49a6b2f,9d9adf67-e829-3c82-a378-ef4299b1fd2a,Yu876 Hodkiewicz467,F,GENERAL PRACTICE,Swinemoor Lane nan,Beverley,UnitedKingdom,HU17 8,53.8527846,-0.4147281,1
13a922c9-78d6-3b89-95cf-a99245ac3709,fcaa0dcf-c768-3d30-828c-1e842994640f,Weldon459 Koelpin146,M,GENERAL PRACTICE,,North Berwick,UnitedKingdom,EH39 4,56.0556514,-2.7182216,19
72d5ff07-d804-3ca5-9522-08b8441e8b3d,d8ec7001-de0e-3127-9c96-fee87f429751,Senaida415 Quigley282,F,GENERAL PRACTICE,Dorking Road nan,Epsom,UnitedKingdom,KT18 7,51.3263599,-0.2742125,48
1f5a91f6-69ba-3d7a-81a8-4b9dc27659b1,2220a292-ab1a-363d-89c7-7b8f04fe074e,Chia293 Gislason620,F,GENERAL PRACTICE,,London,UnitedKingdom,SE1 7,51.4984829,-0.1191037,36
81939b56-6b3e-3afe-be20-4cbad4071562,372f0ce2-ca71-3be7-a1df-cf0d08a14b42,Chastity705 Hirthe744,F,GENERAL PRACTICE,,Belfast,UnitedKingdom,BT2 7,54.6163783,-5.9685991,141
b40306fe-c3df-3949-ab00-490653c32776,c235d6bd-cb87-3b22-b675-885060385823,Elicia233 Glover433,F,GENERAL PRACTICE,Rochdale Old Road nan,Bury,UnitedKingdom,BL9 7,53.5996586,-2.2594232,8
c11fd33f-0562-3460-b0cd-b90d6e414abf,f9d61194-a04c-35d3-9c95-17440849797c,Deshawn686 Howe413,M,GENERAL PRACTICE,,Worksop,UnitedKingdom,S81 8,53.3939411,-1.1515777,180
8bd6bb91-c9c1-3ea5-a5d5-f38dc8120cf1,a8d113e0-a654-3867-b328-4de006734f37,Lon587 Vandervort697,M,GENERAL PRACTICE,Flagg Court nan,South Shields,UnitedKingdom,NE33 1,54.9992016,-1.4267418,98
d5dbc4d4-062b-3260-b622-2e0219a1a43e,59f2f408-bf15-320e-8122-f655b7b4bd9d,Jefferey580 Block661,M,GENERAL PRACTICE,,Fleet,UnitedKingdom,GU51 3,51.2877649,-0.8489018,55
7de56850-f288-3244-8e2a-44b521e4e6dd,cc5fcb0c-76d0-34fa-bc26-0c60df8af470,Eloy929 Durgan499,M,GENERAL PRACTICE,,Aberlour,UnitedKingdom,AB38 9,57.4687494,-3.2237597,6
f42ecbb2-3dbd-390e-b1ee-c7eba188fc75,676ad8bf-9206-3c64-ae90-57170bb7bbff,Calvin845 West559,M,GENERAL PRACTICE,,Fordingbridge,UnitedKingdom,SP6 1,50.928896,-1.7924669,103
84b814b0-f46a-33c8-88a8-aa1624446ffe,eb0c6482-431f-3c44-bdef-75c65a67e5bf,Jerrold404 Gusikowski974,M,GENERAL PRACTICE,Stirling Road nan,Larbert,UnitedKingdom,FK5 4,56.0265148,-3.8560956,4
8688feb8-be81-3759-b5ee-c080371d97ca,24b2a760-9cc6-3c2a-bd2e-545b815092fe,Rudy520 Grady603,M,GENERAL PRACTICE,,Northallerton,UnitedKingdom,DL6 1,54.341339,-1.4315756,6
65b86538-de44-3dcf-8df8-8f02f635578e,b1b41fc2-1d4a-386d-9d1b-e828712df915,Toccara373 Jenkins714,F,GENERAL PRACTICE,Portsmouth Road nan,Camberley,UnitedKingdom,GU15 2,51.3220083,-0.7423318,117
5c766b4a-8e25-34d2-83cf-9b345d4ff6b5,942222d4-b8dd-311c-953b-ec623cc0efe9,Mack300 Stamm704,M,GENERAL PRACTICE,,,UnitedKingdom,,60.1512611,-1.1579258,19
5f755fbd-0e36-3080-986b-a8336db52bc3,8bd3a46e-a269-346f-9e9a-5d82942ee699,Christinia886 McGlynn426,F,GENERAL PRACTICE,,,UnitedKingdom,BB7 4,53.9436484,-2.2678128,141
697abf75-2b10-360a-a2d2-67ccec5be56d,34a67b0e-0f09-3464-b955-e36522d0001f,Virgen207 Emard19,F,GENERAL PRACTICE,,Bridgend,UnitedKingdom,CF31 4,51.5246923,-3.5871437,35
6557ca3e-afeb-3e68-a85b-efc5e2e542c6,7484f4db-4dd4-3e01-8002-ebf3c4aeca44,Claudio955 Jast432,M,GENERAL PRACTICE,,Ilford,UnitedKingdom,IG1 4,51.5777033,0.1134666,17
a9a48a3d-b50c-3a0d-bfe2-af6f01114cae,781b50f5-e3fb-3c62-99a7-a8e216e57630,Giovanni385 O'Conner199,M,GENERAL PRACTICE,,London,UnitedKingdom,SW1P 3,51.4923315,-0.1358988,31
6a6836d9-0029-37fd-a0d5-ce7c86e53844,986f90e1-f6c2-3b4d-84d5-3ac28268e65d,Danilo179 Satterfield305,M,GENERAL PRACTICE,Goresbrook Road 50,Dagenham,UnitedKingdom,RM10 8,51.5325479,0.1462067,133
b9a30d14-e7f5-3127-8bd1-b9512c4d21c5,0e5c4a21-0eed-3c38-8360-2e517ed374af,Eric487 Collier206,M,GENERAL PRACTICE,Bury Road nan,Gosport,UnitedKingdom,PO12 2,50.7925223,-1.1472741,41
f63318f0-d8bf-3efb-8ffc-36e15c52cd19,32c0e5b6-cb29-30eb-a72a-bb7d22763ae8,Collin529 Carter549,M,GENERAL PRACTICE,Bury Road nan,Gosport,UnitedKingdom,PO12 1,50.7932592,-1.1476621,7
283ee5f7-cc4e-3690-80bd-91c4c3e097cd,ec7c6fa0-8160-3dfe-9461-ce88adf8991d,Trent525 Eichmann909,M,GENERAL PRACTICE,,Swindon,UnitedKingdom,SN3 6,51.536592,-1.7237599,2
6205d06d-2968-3eb7-a5c9-1b08f20acc68,edcb4422-9636-3300-87a0-44e67f6a38b6,Maryellen651 Wilkinson796,F,GENERAL PRACTICE,,Liverpool,UnitedKingdom,L3 8,53.4241889,-2.9289695,109
130157e9-d973-3649-b4eb-54eefdc287d1,fc21d144-50d5-3d86-870b-8a7e33c19494,China583 Wehner319,F,GENERAL PRACTICE,,Guisborough,UnitedKingdom,TS14 6,54.537856,-1.0528107,20
29429c7e-9fe5-3557-80e5-a12dd8e94626,c37d3c5f-28a6-31c1-b9da-775552580f86,Taylor21 Bergstrom287,M,GENERAL PRACTICE,Great Maze Pond nan,London,UnitedKingdom,SE1 1,51.5042503,-0.0871723,13
d567dd73-49ec-3001-9b3e-0f19a0ae6163,58750d5d-469b-3128-80d3-b53a351548c4,Anglea614 Lockman863,F,GENERAL PRACTICE,,Caernarfon,UnitedKingdom,LL55 1,53.1299894,-4.2635747,23
cb03cbc4-dfb3-324e-a7db-6256c7b5fd52,8a7b48b3-f057-360f-945e-3949a87a2e53,Pasquale620 Hermiston71,M,GENERAL PRACTICE,,Peebles,UnitedKingdom,EH45 8,55.6523017,-3.1992476,22
8930a690-bb2e-33cb-ab7b-c4eb67800036,63ce259d-2644-38a5-b95b-19cb11245356,Alverta45 Paucek755,F,GENERAL PRACTICE,,Torrington,UnitedKingdom,EX38 8,50.9518508,-4.1398554,11
c322a872-8673-3821-923f-ad675708365b,161f4cd7-7d89-3eae-80fb-48ae56782fb7,Jewell855 Crooks415,M,GENERAL PRACTICE,,Hereford,UnitedKingdom,HR4 0,52.057877,-2.7051529,290
dbdb0f96-ae19-310a-88c9-c1579073365f,0fd6c772-a4cf-3140-94ab-b17ddb5ef2ad,Audie868 Kuhlman484,F,GENERAL PRACTICE,,Nottingham,UnitedKingdom,NG6 8,52.9914731,-1.1919715,28
ff795ab7-7f4f-3759-a803-02d050a186c1,5f8dcd85-47a9-3be5-8f89-e35e390ce6b9,Micah422 Douglas31,M,GENERAL PRACTICE,Dartmouth Park Hill nan,London,UnitedKingdom,SW1A 2,51.5674869,-0.1416863,45
51aabee5-7fb6-3301-83de-5a446776555b,0b3310e3-6e8c-34e8-8d16-4e163afe4470,Cristy798 Parker433,F,GENERAL PRACTICE,,Huntingdon,UnitedKingdom,PE29 7,52.330252,-0.2017626,61
7e214e6b-05f7-33b4-870d-6f2b1732703a,09c6373e-7149-3546-9ea1-c25de5e89164,Setsuko288 Lesch175,F,GENERAL PRACTICE,,London,UnitedKingdom,E9 6,51.5493567,-0.0468395,12
5320def6-d799-3a30-a9b1-91c6cedb71ca,988c30e2-60a6-307b-ae61-4584b1e81a9a,Alethea978 Ward668,F,GENERAL PRACTICE,,Exeter,UnitedKingdom,EX1 1,50.731184,-3.4954199,9
f5f50b3d-871f-3eee-bf85-e7c52fdee1b8,78bf14b8-a862-35eb-bc47-2bb2218b2446,Williams176 Prosacco716,M,GENERAL PRACTICE,,Honiton,UnitedKingdom,EX14 1,50.7960813,-3.1862399,10
d3c1fc83-4bf7-3788-973d-7b50e3c89498,8d1ed332-f0f0-3b34-8f95-e0f637beb09f,Byron202 Mertz280,M,GENERAL PRACTICE,,London,UnitedKingdom,N8 8,51.5843507,-0.131367,9
ffd311e2-5874-3afe-8ff6-bac9db960cd0,6017600c-ab90-3a14-85ba-ca62254f81d2,Moises22 Keeling57,M,GENERAL PRACTICE,,Huddersfield,UnitedKingdom,HD3 3,53.6566158,-1.8150224,6
56fe586e-7eee-3b2d-ab2b-b53a05cff16b,8019f0ac-14e1-367c-b115-a9a2fff6c54d,Camelia346 Rogahn59,F,GENERAL PRACTICE,Hundens Lane nan,Darlington,UnitedKingdom,DL1 1,54.5242889,-1.5380485,12
a6f89d1e-dbb9-3ef2-b045-cf803e34ebba,f089b024-91d1-3814-8751-9845e046f992,Levi940 Heidenreich818,M,GENERAL PRACTICE,,Gourock,UnitedKingdom,PA19 1,55.9452764,-4.8083628,1
7025f39d-d851-3b06-8c05-f18c000253c2,c2258213-1196-3981-92e7-f6b395c5f0bb,Roy364 Blick895,M,GENERAL PRACTICE,Heath Road nan,Ipswich,UnitedKingdom,IP4 5,52.0599444,1.1951678,19
fa11d0e9-9f3b-3953-b0d1-f21654f77ad5,f8bdd11c-d96b-37d3-a733-e77a1daf4f6b,Marquis364 Schultz619,M,GENERAL PRACTICE,Gortonvogie Road nan,,UnitedKingdom,,55.7554493,-6.2809065,52
e0785511-8e52-38da-810c-99783d6d20b1,2da0ad4a-e607-39a2-944d-7b5c78fb87b7,Zachary28 Jast432,M,GENERAL PRACTICE,Kenworthy Road 12,London,UnitedKingdom,E9 7,51.547066,-0.0401796,25
ad18b1a4-08a9-33cf-8fa0-d8696e97f9ee,a3139031-0050-3e42-9867-5bc5f4ca7eda,Refugio197 Hessel84,M,GENERAL PRACTICE,,Kelso,UnitedKingdom,TD5 7,55.6028762,-2.4352209,4
c074f813-9c23-38f3-bbf4-756e8b115a17,fd12c3f0-d05a-360f-ba28-0027788c71a7,Dede50 Wiza601,F,GENERAL PRACTICE,,Barnsley,UnitedKingdom,S70 2,53.5466872,-1.4554657,20
c8f439bc-a554-3422-a4b0-aef0284f6e6e,6fd0684b-1b1c-3c19-88f6-92c64715a8c2,Sau887 Brakus656,F,GENERAL PRACTICE,Ethelbert Road nan,Canterbury,UnitedKingdom,CT1 2,51.2668892,1.0854941,1
9333b60a-4a0d-3cd7-b6ee-e99736c9c591,22bde5ae-ed72-3cf2-824d-0ef9212875e7,Lavelle273 Heaney114,F,GENERAL PRACTICE,,Kettering,UnitedKingdom,NN16 8,52.40225,-0.7372807,1
6251cb36-9c53-33d0-91c7-9397d401a2e1,e15d0e50-3340-363a-b448-6d1e43dac864,Ahmed109 Rippin620,M,GENERAL PRACTICE,,Windsor,UnitedKingdom,SL4 3,51.47401,-0.615028,142
503f4b25-7a83-302b-9cfa-a369d4c847fa,eb537945-d4e1-3fb4-ad1c-153ef2e70271,Gerald181 Strosin214,M,GENERAL PRACTICE,Denmark Hill nan,London,UnitedKingdom,SE5 9,51.4675702,-0.0957779,3
0fdd9e8d-0e25-328e-a601-514ecf03791c,da822793-7d60-3afa-9e25-98536e42459b,Ali918 Will178,M,GENERAL PRACTICE,Mansfield Road nan,Sutton in Ashfield,UnitedKingdom,NG17 4,53.1331636,-1.2333662,6
e0d9e9da-2dea-39b7-a92d-4c158f598332,3e7b4baf-87d9-3b61-9905-bc64db79fef4,Mara755 Gusikowski974,F,GENERAL PRACTICE,Kingsway nan,Derby,UnitedKingdom,DE1 1,52.9159387,-1.5152035,18
974964dc-22d1-3ed1-9436-e4d98074c43c,aa3a8e96-a874-377d-9d64-7e5d33e9af09,Tonisha838 Sauer652,F,GENERAL PRACTICE,,Liverpool,UnitedKingdom,L5 7,53.4327764,-2.9741134,224
4aad48fc-6a5e-3530-9ec0-ce1ea6c83394,fd093e99-62b3-3270-a0c1-df3580441db2,Cleopatra935 Spinka232,F,GENERAL PRACTICE,,Basildon,UnitedKingdom,SS15 5,51.5734239,0.4231793,159
0b3b3ee8-7a5c-3b25-a265-1e2c888e3065,54610baf-ce0d-3279-9c60-d3ee7765a1cb,Esta787 Will178,F,GENERAL PRACTICE,Landor Road 108,London,UnitedKingdom,SW9 6,51.4661589,-0.124356,28
